ID,Independent Variable 1,Independent Variable 2,Independent Variable 3,Independent Variable 4,Independent Variable 5,Independent Variable 6,Independent Variable 7,ROOT_CAUSE
666,0,0,0,0,1,0,1,NETWORK_DELAY
667,1,1,0,0,1,1,1,DATABASE_ISSUE
668,0,1,0,1,1,0,0,DATABASE_ISSUE
669,0,0,0,0,1,1,0,NETWORK_DELAY
670,0,1,1,1,0,0,1,DATABASE_ISSUE
671,1,1,1,1,0,1,0,DATABASE_ISSUE
672,0,0,1,1,0,0,0,NETWORK_DELAY
673,1,1,0,0,1,0,1,DATABASE_ISSUE
674,0,1,0,1,1,1,1,DATABASE_ISSUE
675,0,1,0,1,0,0,1,NETWORK_DELAY
676,1,0,1,1,0,0,1,NETWORK_DELAY
677,0,1,1,0,1,0,1,DATABASE_ISSUE
678,0,1,1,1,0,1,1,DATABASE_ISSUE
679,1,0,0,1,1,1,1,DATABASE_ISSUE
680,1,1,1,0,0,1,0,NETWORK_DELAY
681,0,1,1,1,0,0,1,DATABASE_ISSUE
682,1,0,0,1,0,0,1,NETWORK_DELAY
683,0,0,0,0,0,0,1,MEMORY_LEAK
684,1,1,0,1,0,0,1,NETWORK_DELAY
685,0,0,0,1,1,1,1,DATABASE_ISSUE
686,0,0,1,1,1,0,0,DATABASE_ISSUE
687,1,0,1,0,0,0,0,MEMORY_LEAK
688,0,1,0,0,1,0,1,NETWORK_DELAY
689,1,0,0,1,1,1,1,DATABASE_ISSUE
690,1,1,0,1,0,0,0,NETWORK_DELAY
691,1,0,0,0,0,1,1,MEMORY_LEAK
692,1,0,1,1,1,0,1,DATABASE_ISSUE
693,0,0,0,0,0,1,1,MEMORY_LEAK
694,0,1,0,1,0,1,1,NETWORK_DELAY
695,0,1,1,1,1,1,1,DATABASE_ISSUE
696,1,1,0,1,1,1,0,DATABASE_ISSUE
697,0,0,1,0,0,0,1,NETWORK_DELAY
698,0,0,1,1,1,0,1,DATABASE_ISSUE
699,1,0,1,1,1,1,0,DATABASE_ISSUE
700,0,0,1,1,1,0,0,DATABASE_ISSUE
701,0,1,0,1,1,0,1,DATABASE_ISSUE
702,0,1,0,0,1,1,1,DATABASE_ISSUE
703,0,1,1,1,1,0,0,DATABASE_ISSUE
704,1,0,1,1,1,1,0,DATABASE_ISSUE
705,1,0,0,0,1,0,0,NETWORK_DELAY
706,0,0,1,0,1,1,0,NETWORK_DELAY
707,1,1,0,0,1,0,0,NETWORK_DELAY
708,0,1,1,1,1,1,0,DATABASE_ISSUE
709,1,1,0,1,1,0,0,DATABASE_ISSUE
710,0,0,1,0,0,1,0,MEMORY_LEAK
711,0,0,0,1,1,0,0,NETWORK_DELAY
712,1,0,0,0,0,1,0,MEMORY_LEAK
713,1,1,0,1,1,1,0,DATABASE_ISSUE
714,0,1,0,0,1,0,1,NETWORK_DELAY
715,1,1,1,1,1,0,1,DATABASE_ISSUE
716,0,0,0,0,1,0,1,NETWORK_DELAY
717,0,1,0,0,0,1,1,NETWORK_DELAY
718,0,0,0,1,0,0,0,MEMORY_LEAK
719,0,0,0,0,0,0,1,MEMORY_LEAK
720,1,0,0,1,0,1,0,NETWORK_DELAY
721,0,0,1,1,0,1,1,DATABASE_ISSUE
722,1,0,0,0,1,0,1,NETWORK_DELAY
723,1,1,0,0,0,1,0,MEMORY_LEAK
724,1,0,0,0,0,0,1,MEMORY_LEAK
725,1,1,0,1,0,0,1,NETWORK_DELAY
726,1,0,0,0,1,1,0,NETWORK_DELAY
727,1,0,1,1,0,0,0,NETWORK_DELAY
728,1,1,0,1,1,0,0,DATABASE_ISSUE
729,1,1,1,0,1,0,0,DATABASE_ISSUE
730,0,1,1,0,0,1,1,NETWORK_DELAY
731,1,0,0,0,0,1,1,MEMORY_LEAK
732,1,0,0,1,1,0,0,NETWORK_DELAY
733,0,1,0,1,1,1,1,DATABASE_ISSUE
734,0,1,1,1,0,1,0,DATABASE_ISSUE
735,0,0,1,0,0,0,0,MEMORY_LEAK
736,1,0,0,0,1,0,1,NETWORK_DELAY
737,0,0,1,1,0,1,1,DATABASE_ISSUE
738,1,1,1,1,1,1,1,DATABASE_ISSUE
739,0,0,0,0,0,1,1,MEMORY_LEAK
740,0,0,0,0,0,1,1,MEMORY_LEAK
741,1,0,0,1,1,0,0,NETWORK_DELAY
742,0,1,0,1,1,0,1,DATABASE_ISSUE
743,0,1,0,0,0,0,0,MEMORY_LEAK
744,1,0,0,0,0,0,1,MEMORY_LEAK
745,1,0,1,1,0,1,1,DATABASE_ISSUE
746,0,0,1,0,1,1,0,NETWORK_DELAY
747,0,0,0,0,1,0,0,NETWORK_DELAY
748,0,0,0,1,0,0,0,MEMORY_LEAK
749,1,1,1,1,0,0,0,DATABASE_ISSUE
750,0,0,1,0,1,0,0,NETWORK_DELAY
751,1,1,0,1,0,0,1,NETWORK_DELAY
752,1,0,1,1,0,1,1,DATABASE_ISSUE
753,0,1,1,1,1,1,1,DATABASE_ISSUE
754,0,0,0,0,0,1,1,MEMORY_LEAK
755,0,1,0,1,1,0,0,DATABASE_ISSUE
756,0,0,1,0,1,0,0,NETWORK_DELAY
757,1,0,1,1,0,0,1,NETWORK_DELAY
758,1,0,1,1,0,1,0,NETWORK_DELAY
759,1,1,1,0,0,1,0,NETWORK_DELAY
760,0,1,1,1,0,1,1,DATABASE_ISSUE
761,1,0,0,0,0,0,0,MEMORY_LEAK
762,1,0,1,1,1,0,0,DATABASE_ISSUE
763,1,0,0,1,0,1,0,NETWORK_DELAY
764,1,1,1,0,0,1,0,NETWORK_DELAY
765,0,1,1,1,1,1,1,DATABASE_ISSUE
766,1,0,0,1,1,1,1,DATABASE_ISSUE
767,1,0,1,1,1,0,0,DATABASE_ISSUE
768,1,0,0,0,1,1,0,NETWORK_DELAY
769,1,0,1,0,1,0,0,NETWORK_DELAY
770,0,1,1,1,0,0,1,DATABASE_ISSUE
771,0,0,1,1,0,0,1,NETWORK_DELAY
772,1,1,0,1,1,0,1,DATABASE_ISSUE
773,0,1,0,0,1,0,1,NETWORK_DELAY
774,0,1,0,1,1,1,0,DATABASE_ISSUE
775,0,0,1,1,0,0,0,NETWORK_DELAY
776,0,0,1,1,1,0,1,DATABASE_ISSUE
777,1,1,1,1,0,0,1,DATABASE_ISSUE
778,1,0,0,0,0,1,1,MEMORY_LEAK
779,0,0,0,1,0,0,0,MEMORY_LEAK
780,1,1,0,0,0,1,1,NETWORK_DELAY
781,0,1,1,1,0,1,0,DATABASE_ISSUE
782,1,1,1,1,0,0,0,DATABASE_ISSUE
783,1,1,0,0,0,0,0,MEMORY_LEAK
784,0,0,1,1,1,0,0,DATABASE_ISSUE
785,1,0,0,1,0,0,0,MEMORY_LEAK
786,1,0,1,0,0,1,1,NETWORK_DELAY
787,0,0,1,1,0,0,0,NETWORK_DELAY
788,0,1,0,1,1,0,0,DATABASE_ISSUE
789,1,1,1,0,0,1,0,NETWORK_DELAY
790,1,0,1,1,0,1,0,NETWORK_DELAY
791,0,1,0,0,0,0,0,MEMORY_LEAK
792,0,0,0,1,1,1,0,DATABASE_ISSUE
793,0,0,0,1,1,0,1,DATABASE_ISSUE
794,0,0,1,1,1,0,0,DATABASE_ISSUE
795,1,0,1,1,0,0,0,NETWORK_DELAY
796,1,1,0,1,1,0,1,DATABASE_ISSUE
797,1,1,1,1,0,0,0,DATABASE_ISSUE
798,0,0,0,0,0,0,0,MEMORY_LEAK
799,1,1,0,1,1,1,1,DATABASE_ISSUE
800,0,1,0,1,1,0,0,DATABASE_ISSUE
801,1,0,1,0,0,1,1,NETWORK_DELAY
802,1,1,1,1,1,1,0,DATABASE_ISSUE
803,0,1,1,0,1,1,1,DATABASE_ISSUE
804,1,1,1,0,1,1,1,DATABASE_ISSUE
805,0,0,0,1,1,1,1,DATABASE_ISSUE
806,1,0,0,0,0,0,1,MEMORY_LEAK
807,1,1,1,1,1,0,1,DATABASE_ISSUE
808,1,0,0,0,0,1,0,MEMORY_LEAK
809,0,1,0,0,0,1,1,NETWORK_DELAY
810,0,0,0,1,0,1,0,NETWORK_DELAY
811,1,1,1,0,0,1,0,NETWORK_DELAY
812,0,1,1,0,1,0,0,DATABASE_ISSUE
813,1,0,1,1,1,1,0,DATABASE_ISSUE
814,0,1,0,1,1,1,0,DATABASE_ISSUE
815,1,1,1,0,0,0,0,NETWORK_DELAY
816,1,0,1,1,1,0,1,DATABASE_ISSUE
817,0,1,1,1,1,1,0,DATABASE_ISSUE
818,1,0,0,1,1,0,0,NETWORK_DELAY
819,1,0,1,0,0,1,1,NETWORK_DELAY
820,1,0,1,0,1,0,0,NETWORK_DELAY
821,1,1,0,0,0,0,0,MEMORY_LEAK
822,1,1,0,1,1,0,1,DATABASE_ISSUE
823,0,0,0,0,0,0,1,MEMORY_LEAK
824,1,0,1,0,1,0,1,DATABASE_ISSUE
825,1,1,0,1,1,1,1,DATABASE_ISSUE
826,1,1,0,0,0,1,1,NETWORK_DELAY
827,0,0,1,1,0,0,0,NETWORK_DELAY
828,1,1,0,0,0,1,1,NETWORK_DELAY
829,1,1,1,0,0,1,0,NETWORK_DELAY
830,1,0,0,0,1,1,0,NETWORK_DELAY
831,1,0,0,0,0,1,1,MEMORY_LEAK
832,1,0,0,1,0,1,0,NETWORK_DELAY
833,0,0,1,1,1,0,0,DATABASE_ISSUE
834,1,1,0,0,1,1,0,NETWORK_DELAY
835,0,1,0,0,0,1,1,NETWORK_DELAY
836,1,0,1,0,0,0,0,MEMORY_LEAK
837,0,1,0,1,1,0,1,DATABASE_ISSUE
838,1,0,1,1,1,1,0,DATABASE_ISSUE
839,0,1,1,0,1,1,0,DATABASE_ISSUE
840,1,1,1,1,1,0,0,DATABASE_ISSUE
841,1,0,1,1,1,1,0,DATABASE_ISSUE
842,0,0,0,1,0,0,1,NETWORK_DELAY
843,0,0,1,1,0,1,0,NETWORK_DELAY
844,0,1,1,1,0,1,1,DATABASE_ISSUE
845,0,0,1,0,1,1,1,DATABASE_ISSUE
846,0,0,0,0,1,0,1,NETWORK_DELAY
847,0,0,0,1,0,0,1,NETWORK_DELAY
848,1,0,0,1,1,0,1,DATABASE_ISSUE
849,0,1,1,1,1,1,1,DATABASE_ISSUE
850,1,1,1,0,1,0,1,DATABASE_ISSUE
851,0,1,0,1,1,1,1,DATABASE_ISSUE
852,1,0,1,0,0,0,0,MEMORY_LEAK
853,0,1,1,1,0,0,1,DATABASE_ISSUE
854,1,0,0,1,0,0,1,NETWORK_DELAY
855,1,0,0,0,0,1,0,MEMORY_LEAK
856,1,0,0,1,0,0,0,MEMORY_LEAK
857,1,0,1,0,0,1,1,NETWORK_DELAY
858,1,1,0,1,0,1,0,NETWORK_DELAY
859,0,0,1,1,1,0,1,DATABASE_ISSUE
860,0,1,0,1,1,1,0,DATABASE_ISSUE
861,0,1,0,0,0,0,0,MEMORY_LEAK
862,1,0,1,0,0,1,0,MEMORY_LEAK
863,1,1,1,1,1,1,1,DATABASE_ISSUE
864,0,1,1,0,0,0,0,NETWORK_DELAY
865,0,0,1,1,1,0,1,DATABASE_ISSUE
866,1,0,0,0,1,1,0,NETWORK_DELAY
867,0,1,0,1,1,0,0,DATABASE_ISSUE
868,1,0,0,0,1,1,0,NETWORK_DELAY
869,0,1,1,0,0,0,1,NETWORK_DELAY
870,0,0,0,1,0,1,0,NETWORK_DELAY
871,0,1,0,1,1,0,1,DATABASE_ISSUE
872,1,1,1,0,1,0,0,DATABASE_ISSUE
873,1,0,0,1,1,1,0,DATABASE_ISSUE
874,1,0,1,1,0,1,1,DATABASE_ISSUE
875,0,1,1,1,1,1,0,DATABASE_ISSUE
876,0,1,1,1,0,0,0,NETWORK_DELAY
877,0,1,1,0,1,1,0,DATABASE_ISSUE
878,0,0,0,0,0,1,1,MEMORY_LEAK
879,1,0,0,1,1,0,1,DATABASE_ISSUE
880,1,0,1,0,0,0,0,MEMORY_LEAK
881,0,1,1,0,0,1,0,NETWORK_DELAY
882,0,0,1,0,0,0,0,MEMORY_LEAK
883,1,0,1,0,1,1,1,DATABASE_ISSUE
884,0,0,0,0,0,0,0,MEMORY_LEAK
885,0,0,0,0,1,1,0,NETWORK_DELAY
886,1,0,1,1,1,1,0,DATABASE_ISSUE
887,1,0,1,1,0,1,1,DATABASE_ISSUE
888,1,1,0,0,1,1,0,NETWORK_DELAY
889,0,1,0,0,1,0,0,NETWORK_DELAY
890,1,1,1,0,1,0,1,DATABASE_ISSUE
891,1,1,1,0,1,0,1,DATABASE_ISSUE
892,1,1,0,1,0,0,1,NETWORK_DELAY
893,0,0,0,1,0,1,1,NETWORK_DELAY
894,1,1,1,0,0,1,0,NETWORK_DELAY
895,0,0,1,1,0,0,1,NETWORK_DELAY
896,0,0,0,0,1,0,1,NETWORK_DELAY
897,1,1,0,0,1,1,1,DATABASE_ISSUE
898,1,1,1,1,1,0,0,DATABASE_ISSUE
899,0,1,1,0,1,1,0,DATABASE_ISSUE
900,1,0,1,0,0,1,1,NETWORK_DELAY
901,1,0,1,1,1,1,0,DATABASE_ISSUE
902,0,0,1,0,0,0,0,MEMORY_LEAK
903,1,1,1,1,1,1,0,DATABASE_ISSUE
904,1,0,0,0,0,1,0,MEMORY_LEAK
905,0,1,1,0,0,1,0,NETWORK_DELAY
906,1,0,1,1,1,0,0,DATABASE_ISSUE
907,0,0,1,0,0,0,0,MEMORY_LEAK
908,0,1,1,0,0,0,0,NETWORK_DELAY
909,1,0,1,1,0,0,0,NETWORK_DELAY
910,0,0,0,0,0,1,1,MEMORY_LEAK
911,0,1,1,0,0,0,0,NETWORK_DELAY
912,0,0,1,0,0,1,0,MEMORY_LEAK
913,1,1,1,0,1,1,1,DATABASE_ISSUE
914,0,1,0,1,0,1,0,NETWORK_DELAY
915,1,1,0,1,1,1,1,DATABASE_ISSUE
916,0,0,0,0,0,0,1,MEMORY_LEAK
917,0,1,0,1,0,1,0,NETWORK_DELAY
918,0,0,0,0,1,0,0,NETWORK_DELAY
919,1,0,1,0,1,0,0,NETWORK_DELAY
920,1,1,0,1,0,1,1,DATABASE_ISSUE
921,1,1,0,1,1,1,1,DATABASE_ISSUE
922,1,1,0,0,0,0,1,NETWORK_DELAY
923,0,0,0,0,0,0,0,MEMORY_LEAK
924,1,0,0,1,0,1,1,NETWORK_DELAY
925,0,0,0,0,0,0,1,MEMORY_LEAK
926,0,1,1,0,0,1,1,NETWORK_DELAY
927,0,0,1,1,0,0,1,NETWORK_DELAY
928,1,1,1,0,0,1,0,NETWORK_DELAY
929,1,0,1,1,0,0,1,NETWORK_DELAY
930,1,0,1,1,0,1,1,DATABASE_ISSUE
931,1,1,1,1,0,1,0,DATABASE_ISSUE
932,0,0,1,0,1,0,0,NETWORK_DELAY
933,1,1,0,1,1,0,0,DATABASE_ISSUE
934,0,0,1,1,1,0,0,DATABASE_ISSUE
935,1,0,1,1,0,0,0,NETWORK_DELAY
936,0,1,1,1,0,0,0,NETWORK_DELAY
937,1,1,1,0,0,0,1,NETWORK_DELAY
938,1,1,0,1,0,0,0,NETWORK_DELAY
939,1,0,1,1,0,0,1,NETWORK_DELAY
940,0,1,0,0,0,0,0,MEMORY_LEAK
941,0,1,0,1,0,0,0,NETWORK_DELAY
942,0,0,1,0,1,1,0,NETWORK_DELAY
943,0,1,0,0,0,1,1,NETWORK_DELAY
944,0,1,0,0,1,0,0,NETWORK_DELAY
945,1,0,0,1,0,1,1,NETWORK_DELAY
946,1,1,1,0,0,0,1,NETWORK_DELAY
947,0,1,1,0,1,0,0,DATABASE_ISSUE
948,1,0,1,1,0,0,1,NETWORK_DELAY
949,1,1,1,0,1,0,1,DATABASE_ISSUE
950,1,1,0,0,1,0,0,NETWORK_DELAY
951,0,0,0,1,0,1,1,NETWORK_DELAY
952,0,1,0,0,1,1,1,DATABASE_ISSUE
953,1,0,0,0,0,1,0,MEMORY_LEAK
954,1,1,1,0,0,1,1,NETWORK_DELAY
955,0,0,1,1,0,0,1,NETWORK_DELAY
956,0,0,0,0,0,0,1,MEMORY_LEAK
957,0,1,1,0,0,1,1,NETWORK_DELAY
958,0,1,0,1,0,0,0,NETWORK_DELAY
959,1,1,1,1,0,1,0,DATABASE_ISSUE
960,1,0,0,0,0,1,1,MEMORY_LEAK
961,0,0,0,0,0,1,0,MEMORY_LEAK
962,0,1,0,1,0,1,0,NETWORK_DELAY
963,0,1,0,0,0,1,1,NETWORK_DELAY
964,1,1,0,1,1,1,0,DATABASE_ISSUE
965,0,0,0,1,1,0,0,NETWORK_DELAY
966,1,0,1,0,1,1,0,NETWORK_DELAY
967,1,0,1,1,1,1,0,DATABASE_ISSUE
968,1,1,1,0,1,0,1,DATABASE_ISSUE
969,1,0,1,0,1,1,1,DATABASE_ISSUE
970,1,1,0,0,1,0,0,NETWORK_DELAY
971,0,0,1,0,0,0,1,NETWORK_DELAY
972,0,0,0,1,0,1,1,NETWORK_DELAY
973,1,0,1,1,0,0,1,NETWORK_DELAY
974,1,1,1,1,1,1,0,DATABASE_ISSUE
975,1,1,1,1,0,0,0,DATABASE_ISSUE
976,1,0,0,1,1,0,0,NETWORK_DELAY
977,0,0,0,1,0,1,0,NETWORK_DELAY
978,1,1,0,0,1,0,1,DATABASE_ISSUE
979,1,0,0,0,1,0,1,NETWORK_DELAY
980,0,0,0,0,0,0,1,MEMORY_LEAK
981,0,1,1,0,0,0,1,NETWORK_DELAY
982,0,1,1,1,0,0,1,DATABASE_ISSUE
983,0,1,1,1,0,0,0,NETWORK_DELAY
984,1,1,1,0,1,1,1,DATABASE_ISSUE
985,1,1,1,1,0,0,1,DATABASE_ISSUE
986,1,0,1,1,1,0,0,DATABASE_ISSUE
987,1,1,1,0,0,0,1,NETWORK_DELAY
988,0,1,0,0,0,1,1,NETWORK_DELAY
989,0,0,0,1,0,0,1,NETWORK_DELAY
990,0,0,0,0,1,0,1,NETWORK_DELAY
991,0,1,0,1,0,1,1,NETWORK_DELAY
992,1,1,0,0,1,0,1,DATABASE_ISSUE
993,1,0,1,0,0,1,1,NETWORK_DELAY
994,0,0,0,0,1,0,0,NETWORK_DELAY
995,1,0,0,1,1,0,1,DATABASE_ISSUE
996,0,1,1,0,0,0,0,NETWORK_DELAY
997,1,1,1,0,1,0,0,DATABASE_ISSUE
998,1,0,1,1,1,0,1,DATABASE_ISSUE
999,1,0,0,1,1,0,0,NETWORK_DELAY
1000,0,0,0,1,0,0,1,NETWORK_DELAY
